,Date,Tweets
144,2022-07-27,⚠️ #Squawk7700 #GeneralEmergency ℹ️ #UnitedAirlines #UA37 #UAL37 FROM 🇬🇧 #Edinburgh (#EDI) TO 🇺🇸 #NewYork (#EWR) ✈️ #Boeing 767-424ER (#Registration N78060) ↪️ DIVERTED TO 🇮🇪 #Shannon (#SNN) ✅ LANDED SAFELY #Runway 24 https://t.co/3YrYaEOZqD https://t.co/FCe0tQWZVs
145,2022-07-27,"@united points are worthless, I have tons and never get selected for upgrade or can use them for anything. Time to find a new airlines to fly with frequently… because @united doesn’t really care about passengers. @staralliance #unitedairlines $UAL"
146,2022-07-27,RT @diecastryan: SFO terminal G at sunset. #sfo #sanfrancisco #united #unitedairlines #boeinglovers #natgeotravel #sfoairport #aviation #av…
147,2022-07-27,"Developed in consultation with eight major airlines, with a first meeting in January 1990, the program was launched in October, with an order from #UnitedAirlines."
148,2022-07-27,"After a 26 month delay, we are finally on our way to #Ireland  with @united and @TurkishAirlines to celebrate our 25th wedding anniversary! #UnitedAirlines #TurkishAirlines #VisitDublin"
149,2022-07-27,A very happy and special moment #united #flightattendant  #UnitedAirlines  #flightattendantlife #graduation  #class2221 #houstontx  #inflightUnited https://t.co/NKMV8xazJi
150,2022-07-27,RT @jasonChampton: United Airlines Boeing 737-900 reg. N73406 on final for runway 17L at Calgary International Airport #yyc #avgeek #aviati…
151,2022-07-27,#UnitedAirlines #AirbusA320 and #Boeing737_900 on final approach https://t.co/B1fip4Ubim
152,2022-07-27,"Check out the list of top United airlines check in Policies.

https://t.co/9xW8JAy99u

#unitedairlines #checkinpolicy https://t.co/cluvDeLbLX"
153,2022-07-27,"If any journalists want to call #FrankfurtAirport +49 180 6372 4636 to complain that they've allowed a woman to be trapped in @Airport_FRA transit without water/food, bcus strike &amp; flight cancellations - should be giving visa entry to a hotel! #Germany #Frankfurt #UnitedAirlines https://t.co/65xLMtMEPx"
154,2022-07-27,RT @diecastryan: SFO terminal G at sunset. #sfo #sanfrancisco #united #unitedairlines #boeinglovers #natgeotravel #sfoairport #aviation #av…
155,2022-07-27,See thread: #UnitedAirlines @AP @guardiannews @hrw @GermanyDiplo @TAG24FFM @AFP @Airport_FRA #FrankfurtAirport #Frankfurt #Germany #Europe #HumanRights #Humanrightsviolations https://t.co/65xLMtMEPx
156,2022-07-27,Cc @jphlacour see thread! #Frankfurt #FrankfurtAirport #Germany #GER #UnitedAirlines #United #German https://t.co/qAKK24v4Uu
157,2022-07-27,"@UnitedAirlines_ @united #UnitedAirlines What happened to your customer care?? Your broken website won't allow feedback or complaints to be lodged, no humans will do anything. What a mess. Fix your customer service - this is the worst customer experience."
158,2022-07-27,"@aja_monet @GermanEmbassyTN See the thread... needs urgent attention to get this lady water, food and a hotel, they've trapped her in the airport - #FrankfurtAirport #Frankfurt #Germany #United #UnitedAirlines @dwnews https://t.co/65xLMtMEPx"
159,2022-07-27,"@dwnews - This lady is trapped in Frankfurt airport because of United airlines cancellation and Frankfurt Airport strike - needs a hotel, water, and food, action needed! - @AP @guardiannews @AFP #Frankfurt #FrankfurtAirport #Germany @lufthansa #UnitedAirlines @Airport_FRA @united https://t.co/qAKK24v4Uu"
160,2022-07-27,Tonight’s #sunset from the #IAH #BushAirport #UnitedAirlines Employee #ParkingLot. @ United Airlines Employee Parking Lot https://t.co/AA5aCmPbB9
161,2022-07-27,"RT @n194at: United Airlines
Boeing 747-422 N128UA
SFO/KSFO San Francisco International Airport
Photo credit Sergey Rimsha | November 6, 201…"
162,2022-07-27,"I know it’s fashionable these days to bash the airlines, but we just had a flawless experience on our vacation while flying #unitedairlines .Just wanted to give a shout-out to them!"
163,2022-07-27,RT @jasonChampton: United Airlines Boeing 737-900 reg. N73406 on final for runway 17L at Calgary International Airport #yyc #avgeek #aviati…
164,2022-07-27,RT @diecastryan: SFO terminal G at sunset. #sfo #sanfrancisco #united #unitedairlines #boeinglovers #natgeotravel #sfoairport #aviation #av…
165,2022-07-26,RT @diecastryan: SFO terminal G at sunset. #sfo #sanfrancisco #united #unitedairlines #boeinglovers #natgeotravel #sfoairport #aviation #av…
166,2022-07-26,RT @JPJets_Group: United Airlines added 120 flights for college football fans. New connections to more than 45 away games including some of…
167,2022-07-26,"Just another day at the office.
@unitedpolaris lounge. 
#fitnessismybusiness #blessed #consultant #livinthedream #unitedairlines https://t.co/MOQD3a2WfB"
168,2022-07-26,@KBSpangler Only partway there. Blood feud with #Bunnings  and I have sworn vengeance against just one major airline #UnitedAirlines
169,2022-07-26,RT @jasonChampton: United Airlines Boeing 737-900 reg. N73406 on final for runway 17L at Calgary International Airport #yyc #avgeek #aviati…
170,2022-07-26,United Airlines Boeing 737-900 reg. N73406 on final for runway 17L at Calgary International Airport #yyc #avgeek #aviation #aviationphotography #planespotter #planespotting #aviationlovers #boeinglovers #unitedairlines https://t.co/S8GMWFqd78
171,2022-07-26,@chinyereosuji @UnitedAirlines_ Shocking but not surprising that #unitedAIRLINES is still in the business of damaging mobility devices.
172,2022-07-26,RT @kaajal1: Wow @tianjohnson This is unbelievable!! I am so sorry to hear that you cannot travel to the Aids Conference in Montreal. Truly…
173,2022-07-26,"Ready?? Next will be “we have to replace a fuse” 🙄😂

Super disappointed and will def be looking for other rewards etc and booking through other airlines

Took a lot, but you finally did it #UnitedAirlines"
174,2022-07-26,RT @kaajal1: Wow @tianjohnson This is unbelievable!! I am so sorry to hear that you cannot travel to the Aids Conference in Montreal. Truly…
175,2022-07-26,"RT @BillyTiptonJr: After almost 4 months we are back in the sky! Getting the birthday trip started! Here we come Vegas, my son Arlin’s 86th…"
176,2022-07-26,United to End Service Between San Diego and Los Angeles https://t.co/BpEOJrkOuH #unitedairlines https://t.co/ZmGELK2qIq
177,2022-07-26,United Airlines added 120 flights for college football fans. New connections to more than 45 away games including some of the country's biggest powerhouses @united #unitedAIRLINES #usa #UnitedStates #airlines #footballnews #football #games #flightaware #flights #collegestudents https://t.co/DdMPcYhGqF
178,2022-07-26,We talked most of her layover. She thanked me for being there for her and comforting her. I wanted to thank god for crossing our paths. Strange how things happen for reason. Yesterday was mad my Uber made me mess my flight. But now I’m glad I flew this morning.  #unitedAIRLINES
179,2022-07-26,United Ramping Up Routes for College Football Games This Fall https://t.co/wpAwb7c8Et #unitedairlines https://t.co/Yj60J73MVv
180,2022-07-26,"RT @n194at: United Air Lines
B757-222 N558UA
SJC/KSJC San Jose International Airport
Photo credit Manas Barooah | August 24, 2005
Jumpseate…"
181,2022-07-26,RT @kaajal1: Wow @tianjohnson This is unbelievable!! I am so sorry to hear that you cannot travel to the Aids Conference in Montreal. Truly…
182,2022-07-26,"RT @n194at: United Air Lines
B757-222 N558UA
SJC/KSJC San Jose International Airport
Photo credit Manas Barooah | August 24, 2005
Jumpseate…"
183,2022-07-26,Wow @tianjohnson This is unbelievable!! I am so sorry to hear that you cannot travel to the Aids Conference in Montreal. Truly disgusting #UnitedAirlines to refuse to carry an African HIV expert to an expert conference. What can you do @CanHCZA @USEmbassySA ?? https://t.co/zDmyZmlRRM
184,2022-07-26,RT @diecastryan: SFO terminal G at sunset. #sfo #sanfrancisco #united #unitedairlines #boeinglovers #natgeotravel #sfoairport #aviation #av…
185,2022-07-26,https://t.co/qwAjJm4QFk I will now fly @united #UnitedAirlines only! Well done!! @thepointsguy @twbutts @JebBrooks
186,2022-07-26,"United preps 2023 service between Dulles, Berlin.
#sungazettenews #dullesairport #mwaa #unitedairlines #Berlin 
https://t.co/MsNtwIT518"
187,2022-07-26,Congratulations to Captain Dale Dietz on his retirement after 32 years of dedicated service! We wish him a happy and healthy retirement! @weareunited @WeAreAlpa #unitedairlines https://t.co/iF5Fz42hND
188,2022-07-26,New United Airlines claim. Were you on flight UA17 on 26th July 2022 from London Heathrow Airport to Newark Liberty  Airport? You could claim upto £540! #flight  #flightdelay #Newark #London #UnitedAirlines Claim Now: https://t.co/XPcVjySgoP https://t.co/DKqjCurO4i
189,2022-07-26,"RT @breitflyte: United Airlines Adds Over 120 Flights for College Football Fans This Fall
https://t.co/Du2SbWHEdb
#UnitedAirlines #CollegeF…"
190,2022-07-26,"RT @n194at: United Air Lines
B757-222 N558UA
SJC/KSJC San Jose International Airport
Photo credit Manas Barooah | August 24, 2005
Jumpseate…"
191,2022-07-26,"United Airlines Adds Over 120 Flights for College Football Fans This Fall
https://t.co/Du2SbWHEdb
#UnitedAirlines #CollegeFootball #Breitflyte #avgeek #avgeeks #aviation #airlines https://t.co/0m3l1OtEPL"
192,2022-07-26,"#AirCanada &amp;  #UnitedAirlines EXPAND relationship to make ransborder Travel Easier
https://t.co/jzvqKPK9NN https://t.co/IjBHMuJCpx"
193,2022-07-26,RT @diecastryan: SFO terminal G at sunset. #sfo #sanfrancisco #united #unitedairlines #boeinglovers #natgeotravel #sfoairport #aviation #av…
194,2022-07-26,"It’s been dayssss and my basket is still missing from my walker. Where is it, @UnitedAirlines_ ? What did you do to it? Happy Disability Pride Month to me! #DisabilityPrideMonth #DisabilityRights #disability #unitedAIRLINES https://t.co/vRjfEq2Gjm"
195,2022-07-26,RT @diecastryan: SFO terminal G at sunset. #sfo #sanfrancisco #united #unitedairlines #boeinglovers #natgeotravel #sfoairport #aviation #av…
196,2022-07-26,"RT @n194at: United Air Lines
B757-222 N558UA
SJC/KSJC San Jose International Airport
Photo credit Manas Barooah | August 24, 2005
Jumpseate…"
197,2022-07-26,"There she goes! 😍✈️

#airplane #msfs2020 #fsx #p3d #xplane11 #airbus #boeing #planespotting #aviation #virtualairline #vatsim #flightsim #pilot #instaplane #unitedairlines #beingunited #avgeek #airport #flying #crewlife #flightcrew #pilotlife #virtualua #vuainc #takeoff https://t.co/YnpdLi3nlz"
198,2022-07-26,RT @diecastryan: SFO terminal G at sunset. #sfo #sanfrancisco #united #unitedairlines #boeinglovers #natgeotravel #sfoairport #aviation #av…
199,2022-07-26,"RT @n194at: United Air Lines
B757-222 N558UA
SJC/KSJC San Jose International Airport
Photo credit Manas Barooah | August 24, 2005
Jumpseate…"
200,2022-07-26,"RT @n194at: United Air Lines
B757-222 N558UA
SJC/KSJC San Jose International Airport
Photo credit Manas Barooah | August 24, 2005
Jumpseate…"
201,2022-07-26,"RT @n194at: United Air Lines
B757-222 N558UA
SJC/KSJC San Jose International Airport
Photo credit Manas Barooah | August 24, 2005
Jumpseate…"
202,2022-07-26,RT @diecastryan: SFO terminal G at sunset. #sfo #sanfrancisco #united #unitedairlines #boeinglovers #natgeotravel #sfoairport #aviation #av…
203,2022-07-26,RT @diecastryan: SFO terminal G at sunset. #sfo #sanfrancisco #united #unitedairlines #boeinglovers #natgeotravel #sfoairport #aviation #av…
204,2022-07-26,"ICAO: A8BD6A
Flt: UAL924 #UnitedAirlines
First seen: 2022/07/26 10:07:20
Min Alt: 19000 ft MSL
Min Dist: 1.4 nm

#planefence #adsb 
https://t.co/o94pgtpi0f https://t.co/Qv4izdIVIN"
205,2022-07-26,"United Air Lines
B757-222 N558UA
SJC/KSJC San Jose International Airport
Photo credit Manas Barooah | August 24, 2005
Jumpseated on her SEA-ORD November 16, 1998
#AvGeek #Airline #Aviation #AvGeeks #Boeing #B757 #UAL #UnitedAirlines #SJC @FlySJC https://t.co/u4KXK5LXyM"
206,2022-07-26,"ICAO: A8CFFD
Flt: UAL16 #UnitedAirlines
First seen: 2022/07/26 09:25:50
Min Alt: 18400 ft MSL
Min Dist: 3.36 nm

#planefence #adsb 
https://t.co/HIhUgLL4aP https://t.co/aazugtlyZt"
207,2022-07-26,RT @diecastryan: SFO terminal G at sunset. #sfo #sanfrancisco #united #unitedairlines #boeinglovers #natgeotravel #sfoairport #aviation #av…
208,2022-07-26,RT @m34gh4n_g: Both flights to Frankfurt and the US have been cancelled. Supposed to leave tomorrow. #cool #UnitedAirlines #Lufthansa #help…
209,2022-07-26,Both flights to Frankfurt and the US have been cancelled. Supposed to leave tomorrow. #cool #UnitedAirlines #Lufthansa #help #freakingout
210,2022-07-26,RT @diecastryan: SFO terminal G at sunset. #sfo #sanfrancisco #united #unitedairlines #boeinglovers #natgeotravel #sfoairport #aviation #av…
211,2022-07-26,RT @diecastryan: SFO terminal G at sunset. #sfo #sanfrancisco #united #unitedairlines #boeinglovers #natgeotravel #sfoairport #aviation #av…
212,2022-07-26,RT @diecastryan: SFO terminal G at sunset. #sfo #sanfrancisco #united #unitedairlines #boeinglovers #natgeotravel #sfoairport #aviation #av…
213,2022-07-26,RT @diecastryan: SFO terminal G at sunset. #sfo #sanfrancisco #united #unitedairlines #boeinglovers #natgeotravel #sfoairport #aviation #av…
214,2022-07-26,RT @diecastryan: SFO terminal G at sunset. #sfo #sanfrancisco #united #unitedairlines #boeinglovers #natgeotravel #sfoairport #aviation #av…
215,2022-07-26,RT @diecastryan: SFO terminal G at sunset. #sfo #sanfrancisco #united #unitedairlines #boeinglovers #natgeotravel #sfoairport #aviation #av…
216,2022-07-26,"ICAO: A1F1A0
Flt: UAL106 #UnitedAirlines
First seen: 2022/07/26 06:00:46
Min Alt: 37000 ft MSL
Min Dist: 3.71 nm

#planefence #adsb 
https://t.co/jVBRh9kjSW https://t.co/I2RUrwOnyU"
217,2022-07-26,RT @diecastryan: SFO terminal G at sunset. #sfo #sanfrancisco #united #unitedairlines #boeinglovers #natgeotravel #sfoairport #aviation #av…
218,2022-07-26,"RT @n194at: United Airlines
Boeing 747-422 N128UA
SFO/KSFO San Francisco International Airport
Photo credit Sergey Rimsha | November 6, 201…"
219,2022-07-26,RT @diecastryan: SFO terminal G at sunset. #sfo #sanfrancisco #united #unitedairlines #boeinglovers #natgeotravel #sfoairport #aviation #av…
220,2022-07-26,RT @diecastryan: SFO terminal G at sunset. #sfo #sanfrancisco #united #unitedairlines #boeinglovers #natgeotravel #sfoairport #aviation #av…
221,2022-07-26,RT @diecastryan: SFO terminal G at sunset. #sfo #sanfrancisco #united #unitedairlines #boeinglovers #natgeotravel #sfoairport #aviation #av…
222,2022-07-26,RT @diecastryan: SFO terminal G at sunset. #sfo #sanfrancisco #united #unitedairlines #boeinglovers #natgeotravel #sfoairport #aviation #av…
223,2022-07-26,RT @diecastryan: SFO terminal G at sunset. #sfo #sanfrancisco #united #unitedairlines #boeinglovers #natgeotravel #sfoairport #aviation #av…
224,2022-07-26,"@united Your service is terrible, the attention of the flight attendants cannot be worse, I will never fly with you again #unitedsucks #unitedAIRLINES  #"
225,2022-07-26,RT @diecastryan: SFO terminal G at sunset. #sfo #sanfrancisco #united #unitedairlines #boeinglovers #natgeotravel #sfoairport #aviation #av…
226,2022-07-26,"@UnitedAirlines_ @UnitedAirlines_ #UnitedAirlines When you can't even get ahold of customer service to fix it, because customer service is broken, too. https://t.co/I0JHEdmkpt"
227,2022-07-25,RT @diecastryan: SFO terminal G at sunset. #sfo #sanfrancisco #united #unitedairlines #boeinglovers #natgeotravel #sfoairport #aviation #av…
228,2022-07-25,RT @ThomKhall: #UnitedAirlines @UnitedAirlines_ #worst travel experience of my life M-W. Every leg delayed or cancelled. Tried to board 10P…
229,2022-07-25,"#UnitedAirlines @UnitedAirlines_ #worst travel experience of my life M-W. Every leg delayed or cancelled. Tried to board 10PM rebooked flight with my two daughters at EWR-first class boarding pass, was told they had given my ticket to someone else. Slept on the concourse. 48hrs."
230,2022-07-25,Google hack that takes you to a fake United Airlines site asking you to call an 866 number due to the site is overwhelmed. #united #UnitedAirlines #google https://t.co/9WgV1IOdBg
231,2022-07-25,RT @diecastryan: SFO terminal G at sunset. #sfo #sanfrancisco #united #unitedairlines #boeinglovers #natgeotravel #sfoairport #aviation #av…
232,2022-07-25,"UA3756 - Incident: Wisconsin CRJ2 at Cleveland on Jul 22nd 2022, bird strike into both engines during landing roll https://t.co/25zatgvuev #flight #incident #UnitedAirlines #UA3756 #IAD #CLE"
233,2022-07-25,#unitedairlines #462. Sitting at gate waiting for fuel.  How is that possible. Plane has been here for hours.  GIVE YOUR PANDEMIC $ Back. Get me going. We ate over an hour late.
234,2022-07-25,"After almost 4 months we are back in the sky! Getting the birthday trip started! Here we come Vegas, my son Arlin’s 86th flight (all on United)! #united #flyingthefriendlyskies #unitedfamily #unitedairlines https://t.co/QIAHwPWLL0"
235,2022-07-25,"RT @n194at: United Airlines
Boeing 747-422 N128UA
SFO/KSFO San Francisco International Airport
Photo credit Sergey Rimsha | November 6, 201…"
236,2022-07-25,"RT @n194at: United Airlines
Boeing 747-422 N128UA
SFO/KSFO San Francisco International Airport
Photo credit Sergey Rimsha | November 6, 201…"
237,2022-07-25,"RT @n194at: United Airlines
Boeing 747-422 N128UA
SFO/KSFO San Francisco International Airport
Photo credit Sergey Rimsha | November 6, 201…"
238,2022-07-25,"#Airline Stock Roundup: #UnitedAirlines, #AmericanAirlines &amp; #AlaskaAirlines' Q2 Earnings, #Delta In Focus  $DAL  $UAL  $ALK  $AAL https://t.co/UPYGHjleSB"
239,2022-07-25,RT @diecastryan: SFO terminal G at sunset. #sfo #sanfrancisco #united #unitedairlines #boeinglovers #natgeotravel #sfoairport #aviation #av…
240,2022-07-25,#unitedairlines. Delayed again. PAY BACK YOUR BILLIONS IN PANDEMIC FUNDING. Bernie is right.
241,2022-07-25,#unitedairlines. The longer we are delayed the more risk of a weather delay. Do you people pay any attention or care for customers time.  Again. HOURS ON THE GROUND. How is it no one checked the plane BEFORE boarding time?!
242,2022-07-25,#unitedairlines flight 462 delayed.  Due to maintenance. No one will say for how long. Plane has been on the gate for HOURS  and they just found it 5 mins before boarding.  Outrageous. Airlines pay back your pandemic support!!!
243,2022-07-25,"@united What witchcraft is this? We are sitting on the tarmac with over 2 hour delay. Yet I got a message via text from you welcoming me to a destination I haven’t gotten to yet. 
Can you Re prioritize and bring us water vs trying to appear tech savvy ?  
😂.  #UnitedAirlines https://t.co/om7gkE3OHC"
244,2022-07-25,RT @diecastryan: SFO terminal G at sunset. #sfo #sanfrancisco #united #unitedairlines #boeinglovers #natgeotravel #sfoairport #aviation #av…
245,2022-07-25,"UA3639 - Incident: Republic E170 near Columbus on Jul 22nd 2022, communication failure https://t.co/WFbkAHUFYT #flight #incident #UnitedAirlines #UA3639 #EWR #CMH"
246,2022-07-25,RT @diecastryan: SFO terminal G at sunset. #sfo #sanfrancisco #united #unitedairlines #boeinglovers #natgeotravel #sfoairport #aviation #av…
247,2022-07-25,RT @diecastryan: SFO terminal G at sunset. #sfo #sanfrancisco #united #unitedairlines #boeinglovers #natgeotravel #sfoairport #aviation #av…
248,2022-07-25,RT @diecastryan: SFO terminal G at sunset. #sfo #sanfrancisco #united #unitedairlines #boeinglovers #natgeotravel #sfoairport #aviation #av…
249,2022-07-25,RT @diecastryan: SFO terminal G at sunset. #sfo #sanfrancisco #united #unitedairlines #boeinglovers #natgeotravel #sfoairport #aviation #av…
250,2022-07-25,Damnit #UnitedAirlines….how dare you have me land for a layover and then put my connection 90 gates away? https://t.co/slqd85Eg1m
251,2022-07-25,RT @diecastryan: SFO terminal G at sunset. #sfo #sanfrancisco #united #unitedairlines #boeinglovers #natgeotravel #sfoairport #aviation #av…
252,2022-07-25,RT @diecastryan: SFO terminal G at sunset. #sfo #sanfrancisco #united #unitedairlines #boeinglovers #natgeotravel #sfoairport #aviation #av…
253,2022-07-25,RT @airwaysmagazine: The previously postponed United Airlines (UA) route between Washington and Berlin will now launch in May 2023. #Airlin…
254,2022-07-25,RT @diecastryan: SFO terminal G at sunset. #sfo #sanfrancisco #united #unitedairlines #boeinglovers #natgeotravel #sfoairport #aviation #av…
255,2022-07-25,"The previously postponed United Airlines (UA) route between Washington and Berlin will now launch in May 2023. #AirlineIndustry #BerlinBrandenburgAirport #UnitedAirlines #WashingtonDullesInternationalAirport

https://t.co/zr0h6f7LnA https://t.co/ErUJpq9I5r"
256,2022-07-25,New United Airlines claim. Were you on flight UA17 on 25th July 2022 from London Heathrow Airport to Newark Liberty  Airport? Dont delay make them pay! #travel  #flightdelay #Newark #London #UnitedAirlines Claim Now: https://t.co/XPcVjySgoP https://t.co/AV6n5gr2Vc
257,2022-07-25,United Airlines CANCELLED again! Were you on flight UA928 on 25th July 2022 from London Heathrow Airport to Chicago OHare  Airport? You could claim upto £540! #travel  #flightdelay #Chicago #London #UnitedAirlines Claim Now: https://t.co/XPcVjySgoP https://t.co/GoCPyOiIoR
258,2022-07-25,RT @diecastryan: SFO terminal G at sunset. #sfo #sanfrancisco #united #unitedairlines #boeinglovers #natgeotravel #sfoairport #aviation #av…
259,2022-07-25,"Monday blues? Let’s go flying ✈️ 😍

📸 : Deonte P.

#unitedairlines #beingunited #boeing #crewlife #planespotter #airline #airport #msfs2020 #xplane11 #p3d #instaplane #pilot #aviation #avgeek #flight #pilotlife #vatsim #virtualairline #ramplife #happymonday #takeoff #flying https://t.co/ltTBN1sEPQ"
260,2022-07-25,Thanks #UnitedAirlines for making my parents 50th Anniversary trip so special! Great customer service the whole trip👍 https://t.co/GHiWb6z8a8
261,2022-07-25,RT @diecastryan: SFO terminal G at sunset. #sfo #sanfrancisco #united #unitedairlines #boeinglovers #natgeotravel #sfoairport #aviation #av…
262,2022-07-25,[#AirCanada &amp; #UnitedAirlines] More on their upcoming co Transborder Joint Venture – Cranky Flier https://t.co/8W1dXQK7yg https://t.co/dOkU7s03ZA
263,2022-07-25,[#UnitedAirlines &amp; #AirCanada] Expand code-sharing pact | Reuters https://t.co/juHt8cxM3L
264,2022-07-25,RT @diecastryan: SFO terminal G at sunset. #sfo #sanfrancisco #united #unitedairlines #boeinglovers #natgeotravel #sfoairport #aviation #av…
265,2022-07-25,The experience with #UnitedAirlines https://t.co/CazBUe0UYr
266,2022-07-25,"Cheap Flights - United Airlines $198 (Los Angeles ✈️ Chicago) 🌇🚀 https://t.co/0MUwuavDYM 

#cheapflights #unitedairlines #travel #chicago #unitedstates"
267,2022-07-25,[#UnitedAirlines] Launching Washington To Berlin Route In 2023 - One Mile at a Time https://t.co/z8Xj4luesv https://t.co/IK2KCWtnWS
268,2022-07-25,RT @diecastryan: SFO terminal G at sunset. #sfo #sanfrancisco #united #unitedairlines #boeinglovers #natgeotravel #sfoairport #aviation #av…
269,2022-07-25,RT @diecastryan: SFO terminal G at sunset. #sfo #sanfrancisco #united #unitedairlines #boeinglovers #natgeotravel #sfoairport #aviation #av…
270,2022-07-25,@NWS_MountHolly I was ground stopped in DEN 7/24 due to weather flying #UnitedAirlines. I’ve rebooked multiple times for #EWR anyway I could. Hope #ua1729 is not ground stopped😭🙏 already delayed😭. Traveling for 24 hours. Miss my kids.
271,2022-07-25,RT @diecastryan: SFO terminal G at sunset. #sfo #sanfrancisco #united #unitedairlines #boeinglovers #natgeotravel #sfoairport #aviation #av…
272,2022-07-25,"RT @n194at: United Airlines
Boeing 747-422 N128UA
SFO/KSFO San Francisco International Airport
Photo credit Sergey Rimsha | November 6, 201…"
273,2022-07-25,RT @diecastryan: SFO terminal G at sunset. #sfo #sanfrancisco #united #unitedairlines #boeinglovers #natgeotravel #sfoairport #aviation #av…
274,2022-07-25,RT @diecastryan: SFO terminal G at sunset. #sfo #sanfrancisco #united #unitedairlines #boeinglovers #natgeotravel #sfoairport #aviation #av…
275,2022-07-25,"Hey, @kirbylivestock have you ever flown on a direct @united flight from @Dulles_Airport to Brussels and spent the first 4 days of your trip (and counting) on the phone on hold trying to figure out where your suitcase is? Help, please!
 #Flydulles  #unitedAIRLINES"
276,2022-07-25,SFO terminal G at sunset. #sfo #sanfrancisco #united #unitedairlines #boeinglovers #natgeotravel #sfoairport #aviation #avgeek #aviationphotography https://t.co/olgcU0LZRw
277,2022-07-25,"United 2127. 
#lga #ord #avgeek #unitedAIRLINES #a320 https://t.co/bubH1XMqSY"
278,2022-07-25,"RT @n194at: United Airlines
Boeing 747-422 N128UA
SFO/KSFO San Francisco International Airport
Photo credit Sergey Rimsha | November 6, 201…"
279,2022-07-25,"RT @n194at: United Airlines
Boeing 747-422 N128UA
SFO/KSFO San Francisco International Airport
Photo credit Sergey Rimsha | November 6, 201…"
280,2022-07-25,"RT @n194at: United Airlines
Boeing 747-422 N128UA
SFO/KSFO San Francisco International Airport
Photo credit Sergey Rimsha | November 6, 201…"
281,2022-07-25,"Doctrine-11MCGI🎸Subs🖍️🔔
https://t.co/MfgOcNuH5O

#COVID19 #COVID19France #UnitedStates #UsaCubrebocas #USA #MCGICares #usagi撮影会 #SaintLaurent #SaintRampalJiQuotes #UnitedKingdom #unitedAIRLINES #GreatEthiopianHomeComing #AfricaPrevails #africanart #AfricanMusic #GreatBritain https://t.co/hVhDSoZ5ag"
282,2022-07-25,"United Airlines
Boeing 747-422 N128UA
SFO/KSFO San Francisco International Airport
Photo credit Sergey Rimsha | November 6, 2010
Flew on her LHR-ORD July 21, 2011
#AvGeek #Airline #Aviation #AvGeeks #Boeing #B747 #QueenOfTheSkies #UAL #UnitedAirlines #SFO @flySFO https://t.co/gcQglAWgnF"
283,2022-07-25,"More choices! #AirCanada and #UnitedAirlines are expanding a #codeshare agreement to broaden options for the US-Canada transborder market

https://t.co/uoXf8fuR2g"
284,2022-07-25,"ICAO: A8CFFD
Flt: UAL904 #UnitedAirlines #EWR-#LHR
First seen: 2022/07/25 09:14:14
Min Alt: 21450 ft MSL
Min Dist: 2.31 nm

#planefence #adsb 
https://t.co/HIhUgLL4aP https://t.co/qG9RhZ8rJh"
285,2022-07-25,@UnitedAirlines_ - why did you cancel our reservation on UA 56 from CDG to EWR today &amp; rebook us for tomorrow without our involvement or permission? Not cool! Thx to helpful CDG Staff for getting us back on original flight!#friendlyskies #UnitedAirlines
286,2022-07-25,I finally made it back to Orlando. Was supposed to be on my couch watching episode 2 of the Jeter Doc by 9:45pm &amp; it’s gona be 3am. #UnitedAirlines
287,2022-07-25,RT @Mobbin101_: Blood #UnitedAirlines made me check my @LouisVuitton carry on bag claiming no more room in overhead bin.  I NEVER do that.I…
288,2022-07-25,"Omgg what a shitshow today with #unitedairlines @united trying to fly to ORD from PSP via DEN, nothing but excuses, poor communication, and delays #notahappycamper #delays"
289,2022-07-25,@UnitedAirlines 160 people (including kids) stranded at a rural airport with one room and no services for 6.5 hours with no end in site. Only thing United has going for it is the 2 staff members at Scott bluff airport are amazing. Figure it out #unitedairlines #fail https://t.co/UfQby11z7c
290,2022-07-25,"they're actually devolving.
bunch'o greedy corporations; 
I saw a facebook post where a young mother w/7 month old &amp; a 6 &amp; 8 y/o rerouted from an 8 am flight to an 8 pm flight 3x the miles and no apology for not telling them. #UnitedAirlines SUCK #BoycottUnitedAirlines https://t.co/URMxICUYMG"
291,2022-07-25,Oh and they don’t have any water on-board yet? So additional delays. Slay the day away #UnitedAirlines
292,2022-07-25,"After 6 hours of delay, changing 3 gates at @EWRairport with @UnitedAirlines_ they finally broke out the mini bottles of water and fruit snacks. What customer service! Told the plane’s sitting at a different terminal. Can’t make this shit up! #unitedAIRLINES"
293,2022-07-25,"#unitedairlines and #southwestairlines both offered equipment that was clean and well kept. Their people from check in to the gate and on board were professional, respectful and seemed pleased they were chose for service by the customer. 2/3"
294,2022-07-25,"@UnitedAirlines_ ,  My bag made it from Toyko ALL the way to IAD--according to your ""track my bag "" , you sent it BACK TO TOKYO.  Your wait time on the phone is over 60 mins. (I am in line).  All your other ways to file a claim or track my bag DO. NOT. WORK. #unitedAIRLINES"
295,2022-07-25,RT @USAS_WW1: @JudahBDavis @amtrackmacon3 @templefugate @centerepublican @milmodelscene @aniemyer 4/ #UnitedAirlines ordered 15 (at $200 mi…
296,2022-07-25,#UnitedAirlines: Presidential Candidate's Video  Reaches Settlement with Forensic Anthropological Research Authorities Say
297,2022-07-25,#unitedAIRLINES  still sucking
298,2022-07-24,RT @USAS_WW1: @JudahBDavis @amtrackmacon3 @templefugate @centerepublican @milmodelscene @aniemyer 4/ #UnitedAirlines ordered 15 (at $200 mi…
